timestamp,task,dataset,model,out_dir,best_model_path,cm_00,cm_01,cm_10,cm_11
2026-03-07T19:37:39,Cognitive impairment detection (proxy) using OASIS cross-sectional; label = (CDR > 0),OASIS cross-sectional,"MONAI DenseNet121 (3D), in_channels=1, out_channels=2",/content/work_oasis/outputs,/content/work_oasis/outputs/best_model.pt,,,,
