task,val_auc,val_acc,threshold_youden,precision,recall,f1,tn,fp,fn,tp
Parkinson vs Control using OpenNeuro ds005892 T1w MRI,0.8928571428571428,0.9090909090909091,0.017127320170402527,0.875,1.0,0.9333333333333333,3,1,0,7
